makeid,modelid,manufacturerid,vin,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor,fueltanktype,fueltankmaterial,combinedbrakingsystem,wheeliemitigation
582,3151,1149,WAUML44E24N058557,,,Not Applicable,Not Applicable,Sedan/Saloon,8,Canada,4172,254.591060363,4.172000,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,A8,2004,NECKARSULM,,L,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,335,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,Active Seat Belt.,,,,,,50-St/Can. BIN 9 / LEV emission std.  Emissions Certification Test Group: 4ADXV04.2345,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUML44E*4N,,,,
478,1920,997,1N6AA0CA1CN143064,,,,Extra/Super/Quad/Double/King/Extended,Pickup,,,5600.0,341.73296693050,5.6,,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",NISSAN,"NISSAN NORTH AMERICA, INC.",Titan,2012,CANTON,,,,,,TRUCK,,,,,,,,1st Row (Driver and Passenger),,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Canton Plant,MISSISSIPPI,,Manual,,,Standard,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,4,Not Applicable,Not Applicable,,,,"3-point manual belts, 2nd row outboard 3-point manual belts and curtain side airbags",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1N6AA0CA*CN,,,,
481,2164,1052,JA32U2FU2DU453150,,,Not Applicable,Not Applicable,Sedan/Saloon,,,2000.0,122.04748818946,2.0,4,4x2,,,DOHC MIVEC,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",MITSUBISHI,MITSUBISHI MOTORS CORPORATION (MMC),Lancer,2013,MIZUSHIMA,,LOW,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,,,,,JAPAN,,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JA32U2FU*DU,,,,
472,1859,984,1GKS1AEC8FR492364,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,5300.0,323.42584370208,5.3,4,RWD/Rear-Wheel Drive,,,"L83 - VVT, Active Fuel Management, Aluminum.",,,Gasoline,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",GMC,GENERAL MOTORS LLC,Yukon,2015,ARLINGTON,,1/2 Ton,,,SLE,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,All Rows,,,,,,,,,,1st Row (Driver and Passenger),Ethanol (E85),Stoichiometric Gasoline Direct Injection (SGDI),,,,UNITED STATES (USA),GMNA,TEXAS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,Engines listed as flexible fuel do not necessarily mean the vehicle is equipped for flexible fuel.,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1GKS1AEC*FR,,,,
475,1873,988,19UUA9F2XCA824812,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3474.057568,212,3.474057568,4,,,,J37A4,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",ACURA,"AMERICAN HONDA MOTOR CO., INC.",TL,2012,MARYSVILLE,,,,Automatic,SH-AWD,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Single Overhead Cam (SOHC),6,V-Shaped,1st Row (Driver and Passenger),,,,280,,UNITED STATES (USA),,OHIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, rear, rear center",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,19UUA9F2*CA,,,,
468,8841,984,1G4CW54K044049116,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3800.0,231.89022755998,3.8,4,,,,L36,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,Park Avenue,2004,ORION,,,,,,PASSENGER CAR,4,,,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),NA-GM Corp,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,"Name Plate: Chevrolet, Pontiac, Buick",,,,,,,,,,0,,,GMPTG Flint,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G4CW54K*44,,,,
469,1825,984,1G6DV5EP6C0658774,,,Not Applicable,Not Applicable,Sedan/Saloon,8,,6200.0,378.34721338734,6.2,4,,,,LSA,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",CADILLAC,GENERAL MOTORS LLC,CTS,2012,LANSING - GRAND RIVER,,,,,V,PASSENGER CAR,4,,,,,,,All Rows,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),GMNA,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,Body type: 4Dr Sedan Notchback,,Not Applicable,Not Applicable,,,,,,,,,,"Book Code: 8E, D.  ER, Aluminum, INTR CLR SC.",,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G6DV5EP*C0,,,,
468,8842,984,1G4HP54K814036838,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3800.0,231.89022755998,3.8,4,,,,L36,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,LeSabre,2001,ORION,,,,,Custom,PASSENGER CAR,4,,,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),NA-GM Corp,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,"Body Type: Sedan, 4-6 Window, Notchback (GM codes: 19, 69)",,Not Applicable,Not Applicable,,,,,,,,,,"Name Plate: Chevrolet, Pontiac, Buick",,,,,,,,,,0,,,GMPTG Flint,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G4HP54K*14,,,,
582,3147,1149,WAUUL98E66A025210,,,Not Applicable,Not Applicable,Wagon,8,,4163,254.041846666,4.163000,4,,,,,,,Gasoline,,AUDI,AUDI AG,S4,2006,INGOLSTADT,,Avant,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,344,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Advanced Front AirBag, Active Seat Belt.",,,,,,50-St/Can. BIN 9 / LEV emission std.  Emissions Certification Test Group: 6ADXV04.2345,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUUL98E*6A,,,,
448,2217,1085,2T3BF4DVXCW687122,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2500.0,152.55936023683,2.5,5,4WD/4-Wheel Drive/4x4,,,2AR-FE,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,RAV4,2012,WOODSTOCK,,ASA33L/ASA38L/GSA33L/GSA38L,,,Standard,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,All Rows,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,179,,CANADA,"Toyota Motor Manufacturing, Canada, Inc.",ONTARIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,Wagon body style,,,Without Third Seat,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2T3BF4DV*CW,,,,
448,2467,1090,5TFBY5F10CX039357,,,,Extra/Super/Quad/Double/King/Extended,Pickup,8,,5700.0,347.83534133997,5.7,,4WD/4-Wheel Drive/4x4,,,3UR-FE,,,Gasoline,"Class 2: 6,001 - 10,000 lb (2,722 - 4,536 kg)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, TEXAS, INC.",Tundra,2012,SAN ANTONIO,,GSK50L/UPK50L/USK50L/GSK51L/UPK51L/USK51L/UPK52L/USK52L/UPK55L/USK55LUPK56L/USK56L/UPK57L/USK57L,,,Limited,TRUCK,,,,,,,,All Rows,,,,,Long,,,,V-Shaped,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),381,,UNITED STATES (USA),"Toyota Motor Manufacturing, Texas, Inc.",TEXAS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,PORT,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,5TFBY5F1*CX,,,,
475,1873,988,19UUA8F37DA005681,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3474.057568,212,3.474057568,4,,,,J35Z6,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",ACURA,"AMERICAN HONDA MOTOR CO., INC.",TL,2013,MARYSVILLE,,,,Automatic,SE,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Single Overhead Cam (SOHC),6,V-Shaped,1st Row (Driver and Passenger),,,,280,,UNITED STATES (USA),,OHIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, rear, rear center",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,19UUA8F3*DA,,,,
448,2208,1085,2T1BU4EE3CC681192,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1798,109.84273937051,1.8,4,4x2,,4,2ZR-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,Corolla,2012,CAMBRIDGE,,ZRE142L / AZE141L,,,,PASSENGER CAR,,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,In-Line,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,132,,CANADA,"Toyota Motor Manufacturing, Canada, Inc.",ONTARIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,148,,,,,,,,,,,,,,0,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2T1BU4EE*CC,,,,
476,1940,994,1D4PT5GK1AW550335,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,"U.S., Canada, Mexico, Other Export Market (BUX)",3700.0,225.78785315050,3.7,4,4x2,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",DODGE,FCA US LLC,Nitro,2010,TOLEDO,,KA,Left-Hand Drive (LHD),,SXT,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Toledo North Assembly,OHIO,Yes,Manual,,,,,,,,,,,,,,,,All Rows,P (Premium),,,,Crew Cab / Quad Cab,,Not Applicable,Not Applicable,,,,,,,,,,Sales Code for Engine - EKG. Sales Code for CNG Engine - EKH,,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1D4PT5GK*AW,,,,
582,3862,1149,WA1LFBFP7BA027408,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,1984,121.071108283,1.984000,4,,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",AUDI,AUDI AG,Q5,2011,INGOLSTADT,,2.0T Premium Plus,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,211.00,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Active Seat Belt, Advanced Front AirBag",,,,,,50-St/Can. BIN 5 / ULEV II emission std. Emissions Certification Test Group: BADXJ02.03UB.,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WA1LFBFP*BA,,,,
582,3678,1149,WAUPN94E58N493440,,,Not Applicable,Not Applicable,Sedan/Saloon,10,,5204,317.567564268,5.204000,4,,,,Audi,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,S8,2008,NECKARSULM,,,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),450.00,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Advanced Front AirBag, Active Seat Belt, Advanced Front AirBag",,,,,,50-St/Can. BIN 5 / LEV II emission std. Emissions Certification Test Group: 8ADXV05.2385.,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUPN94E*8N,,,,
582,3147,1149,WAUDGBFL8AA549397,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2967,181.057448729,2.967000,4,AWD/All-Wheel Drive,,,Audi,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,S4,2010,INGOLSTADT,,Premium Plus Quattro,,Manual/Standard,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,299.00,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Active Seat Belt, Advanced Front AirBag",,,,,,50-St/Can. BIN 5 / ULEV II emission std. Emissions Certification Test Group: AADXV03.03UF.,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUDGBFL*AA,,,,
476,1938,994,1C6RD6HT3CS010566,,,,Extra/Super/Quad/Double/King/Extended,Pickup,8,,5700.0,347.83534133997,5.7,,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA US LLC,Ram,2012,WARREN,,,Left-Hand Drive (LHD),,1500-Sport,TRUCK,,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Warren Truck Assembly,MICHIGAN,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,Drive Type: Single Rear Wheels,,Not Applicable,Not Applicable,,,,Active Seat Belt,,,,,,"Sales Code: EZC,EZE,EZH",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1C6RD6HT*CS,,,,
476,1893,995,2C3CDZAT7FH170654,,,Not Applicable,Not Applicable,Coupe,8,,5700.0,347.83534133997,5.7,2,RWD/Rear-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",DODGE,FCA CANADA INC.,Challenger,2015,BRAMPTON,,,Left-Hand Drive (LHD),,SXT,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,CANADA,Brampton Assembly,ONTARIO,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,Active Seat Belt: All Seating Positions; Air Bags: Outboard Seating Positions,,,,,,"Sales Code: EZC,EZH",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2C3CDZAT*FH,,,,
473,2153,1041,JM1DE1HY1B0627098,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,,,1500.0,91.53561614209,1.5,5,,,,ZY Federal / Canada,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",MAZDA,MAZDA MOTOR CORPORATION,Mazda2,2011,HIROSHIMA,,,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,,,JAPAN,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JM1DE1HY*B0,,,,
452,1717,966,WBAFA535X1L573903,,,Not Applicable,Not Applicable,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,2980.00,181.8,2.98,4,,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",BMW,BMW AG,X5,2001,GREER,,,,,3.0i SAV,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,225,,UNITED STATES (USA),,SOUTH CAROLINA,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,BMW-AG,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBAFA535*1L,,,,
448,2463,1057,JTEBU4BF8EK456681,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,4000.0,244.09497637892,4.0,5,4WD/4-Wheel Drive/4x4,,4,1GR-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,TOYOTA MOTOR CORPORATION,FJ Cruiser,2014,HAMURA,,GSJ15L/GSJ10L,,,SR,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,V-Shaped,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,260.00,,JAPAN,"Hino Motors, Hamura Plant",,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,Wagon Body Type,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,0,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JTEBU4BF*EK,,,,
583,9789,13983,SCBZK25E42C913480,,,Not Applicable,Not Applicable,Convertible/Cabriolet,8,,6750,411.90,6.75,2,RWD/Rear-Wheel Drive,,4,L410MT2W,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",BENTLEY,BENTLEY MOTORS LIMITED,Azure,2002,CREWE,,,,Automatic,,PASSENGER CAR,,,,,,,,,,,,,,,,4,V-Shaped,1st Row (Driver and Passenger),,,,400,,UNITED KINGDOM (UK),,,Yes,Manual,,,,,,,,,,,,,,,,,,,,,Steering Location (Position 12): H (RHD) / X (LHD),,Not Applicable,Not Applicable,,,,,,,,,,"Catalyst, OBD II",,,,Yes,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,SCBZK25E*2C,,,,
477,1878,995,2C3CA3CV7AH807197,,,Not Applicable,Not Applicable,Sedan/Saloon,6,"U.S., Canada, Mexico, Other Export Market (BUX)",3500.0,213.58310433156,3.5,4,RWD/Rear-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",CHRYSLER,FCA CANADA INC.,300,2010,BRAMPTON,,,Left-Hand Drive (LHD),,Limited,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,CANADA,Brampton Assembly,ONTARIO,Yes,Manual,,,,,,,,,,,,,,,,All Rows,M (Medium),,,,Body Style is Sedan Tall,,Not Applicable,Not Applicable,,,,Active Seatbelts for all seating positions.,,,,,,"Sales Code for Engine - EGF,EGG",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2C3CA3CV*AH,,,,
452,2377,966,WBAVC73588K839100,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2995.5552992,182.8,3.0,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,328xi,2008,MUNICH,,3-Series,,,SULEV,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,230,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,"Dual-stage suppl. restraint system (SRS) certified to the advanced airbag requiremnets of FMVSS 208, S14.",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBAVC735*8K,,,,
